时间,牧草量,饲料量,出栏畜禽,蛋类,奶类,粪便堆存量,粪便排放量,粪便还田量
1896,212.8010021,17.27031369,11.43911527,1.621535212,0,11.60880338,28.63208482,246.07996
1897,214.3760162,17.38624508,11.51131868,1.625365421,0,11.70701861,28.82839778,247.7485614
1898,215.624992,17.4577051,11.5745003,1.628720598,0,11.79983286,29.0044759,249.2404502
1899,216.6740636,17.5094896,11.62658719,1.631489095,0,11.88600512,29.15566972,250.5150224
1900,217.8473177,17.58290518,11.67867408,1.634259844,0,11.97217738,29.30686356,251.7895946
1901,219.8701123,17.76154719,11.76208676,1.638701654,0,12.07710317,29.5283177,253.6777561
1902,221.5422801,17.8791264,11.84549944,1.643149239,0,12.18202896,29.74977185,255.5659177
1903,223.2144478,17.99671139,11.92891213,1.6476026,0,12.28695475,29.97122599,257.4540792
1904,224.8866156,18.11430215,12.01232481,1.652061738,0,12.39188054,30.19268014,259.3422408
1905,226.5587833,18.23189869,12.09573749,1.656526652,0,12.49680633,30.41413429,261.2304023
1906,228.230951,18.34950101,12.17915018,1.660997342,0,12.60173212,30.63558843,263.1185637
1907,229.9031187,18.4671091,12.26256286,1.665473808,0,12.70665791,30.85704258,265.0067253
1908,231.5752864,18.58472297,12.34597555,1.669956052,0,12.8115837,31.07849673,266.8948868
1909,233.2474542,18.70234262,12.42938823,1.674444069,0,12.91650949,31.29995088,268.7830484
1910,234.9196219,18.81996804,12.51280091,1.678937865,0,13.02143528,31.52140502,270.6712099
1911,236.5917897,18.93759924,12.5962136,1.683437436,0,13.12636107,31.74285917,272.5593715
1912,238.2639574,19.05523621,12.67962628,1.687942782,0,13.23128686,31.96431332,274.447533
1913,247.0682456,20.27274838,13.29567339,1.698397123,0,13.49192727,32.80039234,281.7116037
1914,252.9923774,20.96510264,13.92615463,1.708882432,0,13.75256769,33.63947285,289.002688
1915,258.916509,21.67192199,14.57106997,1.719398711,0,14.0132081,34.48155485,296.3207856
1916,259.7167855,21.69659215,15.05856327,1.739007189,0,14.23087315,34.91128933,299.9707308
1917,262.5617196,22.36237997,15.55067129,1.758722439,0,14.44853819,35.3419834,303.6293124
1918,265.4066536,23.03288928,16.04739403,1.778544459,0,14.66620323,35.77363708,307.2965305
1919,268.2515876,23.70812007,16.54873148,1.798473249,0,14.88386828,36.20625037,310.972385
1920,271.0965216,24.38807236,17.05468366,1.818508808,0,15.10153332,36.63982326,314.656876
1921,281.3257103,24.89315568,17.63164586,1.823943311,0,15.61778905,37.54331935,322.2720851
1922,288.6323424,25.47988181,18.21630375,1.829385617,0,16.13404479,38.44841572,329.9016967
1923,295.9389745,26.07431143,18.80865734,1.834835725,0,16.65030052,39.35511236,337.5457107
1924,303.2456066,26.67644455,19.40870662,1.840293636,0,17.16655625,40.26340928,345.2041273
1925,310.5522387,27.28628118,20.01645161,1.845759349,0,17.68281198,41.17330648,352.8769463
1926,318.0526512,28.01008733,20.68250894,1.853513201,0,18.1583391,42.12631782,360.9785213
1927,325.4115726,28.71914467,21.3588302,1.8612827,0,18.63386622,43.08146348,369.0993051
1928,332.770494,29.43848159,22.04541539,1.869067848,0,19.10939334,44.03874347,377.2392979
1929,340.1294154,30.16809808,22.74226451,1.876868645,0,19.58492046,44.99815779,385.3984996
1930,347.4883369,30.90799415,23.44937756,1.88468509,0,20.06044757,45.95970642,393.5769102
1931,359.5888222,30.96621588,24.01374305,1.889662119,0,20.73321823,47.11729857,403.3224689
1932,369.8017371,31.53091487,24.58186419,1.89464547,0,21.40598888,48.27567168,413.0750563
1933,380.0146519,32.09937584,25.15374096,1.899635147,0,22.07875954,49.43482576,422.8346723
1934,390.2275668,32.67159877,25.72937339,1.904631146,0,22.7515302,50.5947608,432.601317
1935,400.4404816,33.24758367,26.27951573,1.909633469,0,23.42430085,51.75547681,442.3749904
1936,376.4491622,32.81600344,25.98270443,1.88185529,0,22.19968749,50.41523143,431.5373954
1937,365.8260096,32.24906711,25.63195461,1.854273248,0,20.97507412,49.06985133,420.6535878
1938,354.9358416,31.36653479,25.29152941,1.810398099,0,20.16377015,47.75192369,409.603543
1939,344.4745175,30.62751064,24.92857033,1.767028569,0,19.35246617,46.42931027,398.5113262
1940,334.0131932,29.86645824,24.5430774,1.724164655,0,18.54116219,45.10201105,387.3769373
1941,341.6999656,30.69436298,24.96069451,1.707819533,0,18.47662779,45.23290279,388.6194974
1942,342.124268,30.931761,25.38029965,1.691549147,0,18.41209339,45.36420793,389.865778
1943,342.5485704,31.17122178,25.8018928,1.675353496,0,18.34755899,45.49592647,391.1157793
1944,342.9728728,31.41274532,26.22547397,1.659232585,0,18.28302459,45.62805841,392.3695011
1945,343.3971752,31.65633161,26.65104316,1.64318641,0,18.21849019,45.76060374,393.6269434
1946,339.0706247,29.86166969,26.35123166,1.621791539,0,17.82106053,45.26350869,389.5505177
1947,336.4403312,29.34439311,26.03198976,1.600530992,0,17.42363088,44.76237321,385.437728
1948,333.8100376,28.80782047,25.69331746,1.579404771,0,17.02620122,44.25719728,381.2885743
1949,310.436443,31.81300031,33.42045201,1.732058186,0.039021725,17.1484148,41.99744254,362.4506819
1950,370.1876848,35.61564695,32.38076588,1.779687755,0.043443396,18.49084297,45.74878337,394.863754
1951,398.5572435,39.51628751,33.91101275,1.827951457,0.048366101,20.05146437,49.84834146,430.3305006
1952,434.5084385,48.47002609,40.4406271,1.876849566,0.053846612,21.90314928,55.87945655,482.8836295
1953,455.0032143,47.24884644,42.68215764,1.926382082,0.059948138,23.37175912,59.40817463,513.2785585
1954,481.1941264,49.84731929,45.45357976,1.976549294,0.066741045,24.86453963,63.00873806,544.3156269
1955,486.8953736,38.3232257,41.42693448,2.027350626,0.074303678,25.43279646,62.1538153,536.2960539
1956,486.8419309,42.83880839,40.73953578,2.078786364,0.082723256,25.8904898,62.12073971,535.5800838
1957,477.6693174,78.4435749,53.03814884,2.13085681,0.092096883,26.20698557,68.69671279,594.4604804
1958,451.4493558,53.87367183,66.65621626,2.183561364,0.102532663,25.1090672,67.16591213,581.8337309
1959,464.735952,43.16133194,45.39349682,2.236900325,0.114150955,25.84395059,63.41979515,547.4757363
1960,435.9415487,22.43531153,44.21223262,2.290873692,0.12708575,24.72186096,56.2602747,484.1227384
1961,420.6799314,32.7686617,34.94841386,2.345481781,0.141486227,24.78094496,52.80794834,452.9730153
1962,431.4149568,51.68917358,35.98399183,2.400723964,0.157518466,25.47787857,56.25779769,483.3772639
1963,470.7057265,71.90940949,52.8579376,2.456600556,0.175367367,26.63039515,65.34520916,564.1165269
1964,491.0484334,80.40768451,66.09840456,2.513111877,0.195238782,27.55728424,72.22714152,625.278076
1965,519.5343411,86.37199661,74.63347468,2.570257285,0.217361889,28.7963191,77.85005654,674.7963234
1966,532.9403095,92.05504825,80.29154816,2.628037098,0.241991832,31.42905233,83.29903987,720.6462227
1967,541.2831429,87.38292079,82.03143196,2.686451654,0.26941267,32.12616858,84.394341,730.0104019
1968,549.0780539,83.96248109,82.0022317,2.745500283,0.299940648,32.31489739,84.02806772,726.7287987
1969,556.0790906,85.75146112,80.84887004,2.805183318,0.333927844,32.19741157,83.80250374,725.0197938
1970,571.6687199,105.6050824,81.91526042,2.865500761,0.371766235,32.96499552,88.27108235,764.6730025
1971,576.9639048,121.5062994,93.39399103,2.926452961,0.413892209,34.04437606,95.48073098,828.664343
1972,576.1595111,117.0820088,102.997724,2.988039218,0.460791607,34.4510893,98.82627817,858.3675544
1973,594.7652488,110.4420391,104.8623906,3.050259883,0.51300532,35.59589505,99.6099893,864.1776399
1974,595.2341837,114.5486488,104.4026291,3.113115318,0.571135529,36.43892393,100.0349999,867.1859752
1975,592.6100643,124.8376473,106.0110632,3.176604798,0.72489,37.39058446,102.0842784,884.8814069
1976,575.8788439,122.7990697,109.7274315,3.240728686,0.719536667,37.0510255,102.1265015,885.6666463
1977,578.1069067,125.0929189,112.2709962,3.305486979,0.714183333,37.60662371,102.4739795,888.3631277
1978,589.4714018,127.0238591,109.8096649,3.370880056,0.70883,38.1317975,103.3461858,895.7534837
1979,611.9821696,146.0714104,127.8378312,3.436907167,0.95046,40.10959921,109.3293923,947.8215585
1980,621.5120901,141.4020278,137.3635466,4.15692,0.99791,41.21548189,110.2187529,954.7855936
1981,636.7729721,144.547794,136.6479664,4.35375,1.13077,41.96436607,110.106148,953.1152068
1982,657.3200193,160.862538,142.1443304,4.55058,1.43007,42.13276763,113.326025,981.8074871
1983,660.4325372,167.077515,147.9939658,5.3838432,1.61987,40.83562433,114.920573,997.1534688
1984,698.4260235,196.7926958,158.0123504,6.99235092,1.89508,40.90254901,120.6338646,1048.289449
1985,731.1839193,222.0100968,170.856597,8.66214,2.11262,40.93384267,128.3523967,1117.718377
1986,773.8148265,215.8744617,182.7184444,8.991,2.43017,41.86568542,134.0000056,1167.444266
1987,810.638982,220.3970949,197.0693211,9.56124,2.76524,43.34018696,137.4142414,1196.507435
1988,855.8120829,256.5763422,214.7484844,11.2671,3.05797,45.69293082,144.681352,1259.538985
1989,882.5524461,260.3301784,228.4602333,11.66076,3.18134,47.38689425,149.7342573,1303.340871
1990,903.7211737,283.007012,247.9800977,12.87252,3.46823,281.4490181,155.21771,1118.551015
1991,933.9844231,310.1849902,272.3614453,14.9364,3.82739,290.7682304,161.0731233,1161.786042
1992,982.3847002,350.337484,295.1977822,16.52238,4.11647,303.9280675,169.462532,1223.868193
1993,1060.810431,389.1531455,334.0840395,19.11276,4.11501,322.585217,180.063892,1300.4394
1994,1202.85899,460.8302879,396.8101964,23.9598,4.44497,355.7006281,198.4071218,1432.301414
1995,1074.047533,495.2617963,449.7867157,27.16254,4.91144,355.994834,201.5738909,1460.409621
1996,1113.946645,454.2203468,405.8057567,31.83624,5.37134,339.6602942,188.470084,1358.836167
1997,1288.013449,559.7235752,470.3289821,30.73302,4.97203,377.2083308,210.1133167,1516.110061
1998,1308.559052,555.4378652,508.3789177,32.74506,5.44142,390.9876613,219.0713675,1582.854679
1999,1348.028247,599.0646368,534.6729554,34.58214,5.89037,404.4729372,226.4026176,1635.315191
2000,1318.327258,607.0990874,547.8199075,35.3484,6.70943,741.5896475,225.1651862,1287.039269
2001,1291.950843,627.2998155,560.6882113,35.80362,8.19717,738.9828144,224.8527453,1286.52416
2002,1330.322453,627.2105938,576.0514965,36.70434,10.22292,745.5618266,226.6624257,1296.135732
2003,1358.373705,661.1922793,602.3936135,37.79622,13.49478,760.1046934,230.5833404,1316.885038
2004,1377.955781,675.3596874,623.1995844,38.40372,17.28932,771.8194668,234.0724513,1336.554531
2005,1337.376355,704.6083499,632.3680415,39.49722,20.91304,772.2062417,236.2756318,1356.01871
2006,1304.08142,671.1161214,639.5609476,39.2688,24.10825,755.9294729,231.697541,1331.115646
2007,1357.876301,686.0654751,629.4067109,40.9698,26.52382,758.3517664,231.6934272,1328.478356
2008,1356.795171,735.9235836,662.5616669,43.77564,27.23995,780.4770761,239.9243675,1380.418374
2009,1391.361854,756.3001445,691.6135911,44.4285,26.84721,800.3481948,246.6344689,1420.992775
2010,1389.279287,772.8578034,713.1507211,44.75574,27.3604,807.6698995,249.1542135,1436.399241
2011,1367.090726,792.5688645,713.3273052,45.54468,27.81811,805.5075476,248.6095056,1433.770865
2012,1384.303228,824.4297624,739.0083014,46.35144,28.29042,820.574925,253.988856,1467.262122
